"","Total.All.Revenue","Total.Donations","Total.Ticket.Revenue","X2004.Total.Cost","X2005.Total.Cost","X2006.Total.Cost","X2007.Total.Cost","X2008.Total.Cost","X2009.Total.Cost","X2010.Total.Cost","X2011.Total.Cost","X2004.Donation","X2005.Donation","X2006.Donation","X2007.Donation","X2008.Donation","X2009.Donation","X2010.Donation","X2011.Donation","X2012.New.Donation","X2013.New.Donation","X2014.New.Donation","X2015.New.Donation","X2012.New.Ticket.Revenue","X2013.New.Ticket.Revenue","X2014.New.Ticket.Revenue","X2015.New.Ticket.Revenue","KmeansClustering_4.cluster"
"1635",1722,150,1572,0,0,126,0,0,96,186,264,0,0,0,0,0,0,0,50,50,0,200,0,168,192,1056,1380,1
"1666",1992,100,1892,0,60,0,0,276,0,340,396,0,0,0,0,0,0,0,25,25,50,0,0,400,420,0,0,3
"1678",718,4,714,52,70,72,76,106,86,142,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,550,3
"1818",1579,25,1554,180,180,0,0,0,0,70,268,0,0,0,0,0,0,0,25,0,0,0,0,276,272,1232,0,3
"1819",3685,1165,2520,160,194,266,192,204,236,316,314,50,50,75,75,100,100,100,100,100,100,660,750,64,382,296,590,1
"1837",5238,1163,4075,246,250,0,996,480,468,543,448,0,0,0,516,0,0,0,547,0,100,0,0,0,644,0,0,1
"1848",2762.5,2,2760.5,208,208,214,256,268.5,260,276,190,0,0,0,0,2,0,0,0,0,0,0,0,192,216,856,1290,1
"1874",820,75,745,0,0,0,0,0,0,191,370,0,0,0,0,0,0,0,75,0,0,0,0,184,0,0,0,3
"1877",4385,4000,385,0,0,245,0,0,0,0,48,0,0,0,0,0,0,750,750,0,1500,0,5000,92,0,0,0,2
"1947",1407,30,1377,0,0,114,150,0,142,0,76,0,0,0,0,0,0,0,0,0,0,0,150,175,216,984,1290,1
"1959",249,150,99,0,0,99,0,0,0,0,0,0,0,0,0,100,50,0,0,0,0,0,0,0,0,0,0,3
"1999",277.5,1,276.5,0,0,0,0,0,37,0,59,0,0,0,0,0,1,0,0,0,0,0,0,0,110,0,352.5,3
"2008",3261,30,3231,264,256,198,206,236,260,207,274,0,0,0,0,0,0,0,0,0,0,120,0,328,324,1232,1850,1
"2037",1187,30,1157,0,65,33,161,85,88,88,125,0,0,0,0,0,0,0,0,0,0,0,150,52,90,376,1380,3
"2063",708,45,663,0,0,0,0,292,0,0,0,0,10,0,15,0,0,0,0,0,10,0,50,144,125,0,510,3
"2074",2624,2000,624,0,0,78,0,0,174,174,94,0,0,0,0,0,0,1000,1000,0,0,0,0,104,0,0,0,1
"2085",2793,1050,1743,60,0,200,0,0,0,231,84,0,0,0,0,0,0,0,0,0,100,800,3750,210,326,1384,1430,2
"2091",1394,25,1369,0,0,0,0,0,529,264,0,0,0,0,0,0,0,25,0,0,0,0,0,0,252,1296,0,3
"2092",188.34,4,184.34,0,0,0,38.34,24,41,40,41,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3
"2113",7614,3000,4614,0,0,72,166,398,732,858,550,0,0,0,0,0,500,500,1500,500,0,0,0,858,449,0,2655,2
"2139",825,50,775,0,0,0,0,571,0,204,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,3
"2173",2449.5,25,2424.5,0,0,0,0,65,155,194,376,0,0,0,0,0,0,0,0,0,0,0,125,234,420,1902,2525,1
"2186",1914,350,1564,220,0,210,280,0,316,328,0,50,0,0,100,0,100,100,0,0,0,0,0,0,210,0,0,3
"2201",2582.63,1,2581.63,259.8,378.33,272.93,553.57,434,654,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,145,1
"2205",563,3,560,0,0,0,0,468,92,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
"2247",1994.4,1,1993.4,121.2,220.63,310.57,153,88,262,100,72,0,0,0,0,0,1,0,0,0,0,0,0,0,282,768,960,1
"2269",292,50,242,62,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,88,0,0,3
"2298",2590,325,2265,0,0,0,200,238,272,382,284,0,0,0,0,0,0,25,50,0,50,400,500,316,217,692,915,1
"2318",1249,125,1124,232,232,265,281,114,0,0,0,0,75,15,15,20,0,0,0,0,0,0,0,0,0,0,0,3
"2348",4247.4,3300,947.4,363.4,306,0,0,0,0,0,278,0,0,0,500,500,500,450,0,500,600,1000,0,0,0,0,0,2
"2368",428.84,5,423.84,18.5,0,0,119.34,170,90,26,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3
"2376",263,25,238,52,0,54,132,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,3
"2408",109.34,23,86.34,49,0,0,37.34,0,0,0,0,13,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3
"2414",3789,306,3483,220,220,240,271,276,288,304,304,0,0,0,15,0,25,25,50,50,55,120,280,304,340,1328,1920,1
"2424",946,55,891,58,0,166,0,0,317,90,0,0,0,0,0,0,0,10,0,0,10,80,75,89,171,0,0,3
"2445",1216.67,1,1215.67,0,243,256,125.67,130,273,0,188,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"2449",5629,4700,929,0,0,0,0,190,0,0,178,450,450,450,450,525,525,525,525,600,200,0,0,0,561,0,0,2
"2458",2019,285,1734,60,120,60,144,198,160,270,144,0,35,0,50,50,50,50,50,0,0,0,0,286,218,296,0,3
"2476",509.33,1,508.33,191,99,78.33,56,0,84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"2491",136,100,36,36,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"2534",514,50,464,0,0,122,0,0,119,37,106,0,0,0,0,0,0,0,0,0,0,200,0,0,56,96,0,3
"2563",386.33,1,385.33,104,27.33,0,84,0,84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,86,0,0,3
"2599",377,5,372,0,0,0,0,0,90,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1128,0,3
"2677",4490,1625,2865,0,120,0,0,211,231,309,418,0,0,0,0,0,25,250,250,250,275,1100,1500,404,364,1408,2280,2
"2700",5208,410,4798,416,466,431,486,498,596,256,319,0,0,15,0,20,0,25,50,100,100,400,0,320,310,1384,1770,2
"2701",917.1,100,817.1,94,9,37,0,13,76,92,0,0,0,0,100,0,0,0,0,0,0,0,0,154,161,0,905.5,3
"2721",676.33,30,646.33,84.66,80.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,736,1485,3
"2733",2125,90,2035,0,0,93,72,0,0,0,272,0,0,0,0,0,0,0,0,0,30,120,150,400,370,1368,2430,1
"2744",2475.5,125,2350.5,36,171.5,217,302,259,86,258,132,0,100,0,0,0,0,25,0,0,0,0,0,60,234,1020,1700,1
"2778",567,3,564,120,140,132,0,0,172,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
"2787",1467,100,1367,0,0,206,274,304,243,340,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,3
"2839",2588,25,2563,0,111,210,216,240,350,264,224,0,0,0,0,0,0,0,0,25,0,0,0,232,140,1128,1470,1
"3016",511,31,480,0,0,0,0,43,328,45,0,0,0,0,0,0,0,0,0,0,31,0,0,0,64,0,0,3
"3017",257,30,227,0,0,26,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,360,3
"3033",2072.67,100,1972.67,0,278.67,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,100,0,0,234,340,1504,1920,1
"3053",3977,100,3877,271,240,264,272,300,355,396,466,0,0,0,0,0,0,0,0,0,0,0,500,465,334,940,1395,1
"3057",1827,25,1802,150,120,102,236,150,227,234,351,0,0,0,0,0,25,0,0,0,0,0,0,232,0,0,0,3
"3071",977,25,952,0,0,88,0,166,0,174,212,0,0,0,0,0,0,25,0,0,0,0,0,0,204,0,540,3
"3084",914,14,900,0,0,0,150,168,0,186,204,0,0,0,0,0,0,0,14,0,0,0,0,192,0,0,0,3
"3139",269,165,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,0,0,0,0,520,3
"3154",2409,20,2389,288,229,108,170,76,0,270,252,0,0,0,0,0,0,0,0,0,0,0,100,211,0,932,2760,1
"3163",449,50,399,0,0,90,0,78,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,129,0,408,0,3
"3174",1453,25,1428,0,0,0,0,152,328,340,400,0,0,0,0,0,0,25,0,0,0,0,0,208,0,0,0,3
"3213",1969,1,1968,174,128,146,204,0,176,188,94,0,0,0,0,0,1,0,0,0,0,0,0,0,270,1176,1470,1
"3227",2588,2500,88,0,0,0,0,0,0,88,0,0,0,0,0,1000,0,1000,500,0,0,0,0,0,0,0,0,1
"3300",1757,100,1657,66,30,0,128,126,148,90,93,0,0,0,0,0,0,0,0,0,0,0,500,152,260,692,1955,1
"3419",577.5,46.5,531,52,0,0,0,0,0,90,67,0,0,0,0,0,0,5,18,0,13,42,0,72,72,298,517.5,3
"3428",3283,50,3233,311,263,302,320,274,0,367,416,0,0,15,15,20,0,0,0,0,0,0,0,521,0,768,1335,1
"3431",1056,60,996,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,120,150,98,252,1056,1380,3
"3452",1283,50,1233,0,0,0,71,253,254,275,270,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,550,3
"3472",557,25,532,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,25,0,0,0,276,0,0,0,3
"3485",377,1,376,0,0,0,0,0,84,0,84,0,0,0,0,0,1,0,0,0,0,0,0,92,0,0,580,3
"3491",591,100,491,331,160,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"3537",3407,235,3172,160,180,293,239,220,322,306,312,0,0,15,15,20,20,25,25,25,30,120,150,320,310,1008,1290,1
"3585",636,50,586,0,0,0,0,88,0,0,107,0,0,0,0,0,0,50,0,0,0,0,0,199,32,0,800,3
"3605",750.22,118,632.22,121,116,247.22,0,0,148,0,0,13,0,25,0,30,25,0,0,0,25,0,0,0,0,0,0,3
"3655",1280,1100,180,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,3
"3673",3274,30,3244,106,160,206,240,240,288,268,365,0,0,0,0,0,0,0,0,0,0,0,150,335,334,1528,1600,1
"3689",2329.6,30,2299.6,0,0,166,384,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,150,246,334,1624,3038,1
"3699",130.6,2,128.6,45.6,0,0,0,0,83,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
"3712",449,325,124,64,0,60,0,0,0,0,0,50,50,50,50,0,0,50,0,0,0,300,0,0,0,0,0,3
"3726",2835,55,2780,0,0,0,132,50,354,284,297,0,0,0,0,0,0,25,0,0,30,0,0,359,284,1864,2770,1
"3727",1000.33,525,475.33,0,69,79.33,0,0,0,0,147,0,75,100,100,0,50,50,50,100,0,0,0,92,0,0,440,3
"3810",1571,1000,571,0,0,0,0,0,274,168,0,0,0,50,50,100,50,50,0,0,250,800,1250,0,0,516,0,1
"3881",1108.5,75,1033.5,108.5,90,0,0,0,0,152,173,0,0,0,0,0,0,25,50,0,0,0,0,43,160,664,705,3
"3985",640,342,298,0,0,0,0,0,157,0,141,0,0,0,0,0,242,0,100,0,0,0,0,0,0,0,0,3
"4037",774,2,772,0,0,0,0,198,308,0,76,0,0,0,0,0,2,0,0,0,0,0,0,90,0,400,0,3
"4050",2217,516,1701,160,161,184,242,220,236,244,254,0,1,0,50,50,50,100,140,0,25,0,500,0,0,0,0,1
"4076",145,100,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,250,0,45,0,0,3
"4108",636.67,1,635.67,0,80.67,71,178,85,84,93,0,0,0,0,0,0,1,0,0,0,0,0,0,44,0,0,0,3
"4119",2571,665,1906,0,351.33,403.33,401.34,438,312,0,0,0,0,65,75,100,100,100,100,100,25,0,0,0,0,0,0,1
"4234",668.6,100,568.6,0,0,0,62.6,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,204,834,207.5,3
"4269",3497,450,3047,0,0,342,288,357,328,340,340,0,0,0,0,0,0,25,25,0,0,800,1000,400,320,1328,0,1
"4276",1865,60,1805,0,35,0,0,130,164,261,198,0,0,0,0,0,0,0,0,0,0,120,150,200,200,812,2070,1
"4297",1059.44,5,1054.44,0,0,0,188.44,96,309,299,162,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3
"4329",3949,365,3584,230,205,231,239,189,280,284,420,50,25,15,65,20,25,25,0,75,35,0,150,320,382,1432,2230,2
"4344",872,100,772,0,0,0,0,0,92,90,298,0,0,0,0,0,0,0,0,0,0,0,500,0,0,392,970,3
"4371",3509,1300,2209,224,150,0,185,186,256,222,278,0,100,50,100,150,0,200,100,150,250,800,0,312,396,0,0,1
"4381",2025.73,175,1850.73,112,134,328.73,357,0,240,502,177,0,0,0,0,0,0,0,0,75,0,0,500,0,0,0,0,3
"4406",405,3,402,0,0,0,0,0,129,0,171,0,0,0,0,0,3,0,0,0,0,0,0,0,0,408,0,3
"4466",552,100,452,0,0,264,128,0,60,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,3
"4478",2240,255,1985,0,0,82,0,240,375,340,174,0,0,0,0,0,100,125,0,0,0,0,150,270,160,0,1720,1
"4491",1646,250,1396,70,120,118,0,0,0,185,245,0,0,0,0,0,0,0,0,0,0,0,1250,357,36,560,625,1
"4506",2053,20,2033,0,30,0,148,44,92,501,280,0,0,0,0,0,0,0,0,20,0,0,0,234,173,956,1460,1
"4564",709,50,659,32,0,70,40,82,291,0,0,0,0,0,0,0,0,0,0,0,50,0,0,49,45,200,0,3
"4596",1930,1,1929,37,0,0,0,0,160,106,400,0,0,0,0,0,1,0,0,0,0,0,0,330,270,752,2190,1
"4598",4610,55,4555,204,59,196,363,356,364,376,655,0,0,0,0,0,0,25,0,0,30,0,0,490,440,1968,2800,2
"4614",528,20,508,0,180,52,0,276,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3
"4623",1214,7,1207,66,0,0,0,0,86,0,249,0,0,0,0,0,0,0,0,0,0,0,35,0,271,352,2235,1
"4736",222.2,25,197.2,121.2,0,76,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3
"4765",4281,132,4149,180,196,241,245,276,338,434,389,0,16,25,21,20,0,25,0,0,25,0,0,468,340,1904,2830,2
"4769",905,34,871,0,0,256,286,304,25,0,0,0,0,0,14,20,0,0,0,0,0,0,0,0,0,0,0,3
"4771",3629,350,3279,0,0,0,0,206,75,447,752,0,0,0,0,0,0,0,0,100,100,400,250,519,568,1776,1340,1
"4774",85,4,81,0,0,0,0,0,81,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3
"4800",3986.6,975,3011.6,0,0,0,322.6,377,348,98,448,0,0,0,0,250,0,0,25,200,250,0,1250,464,120,1336,2500,2
"4807",1327.5,4,1323.5,158.5,233,154,84,244,173,277,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3
"4809",3755,3300,455,160,0,0,0,25,0,25,25,100,100,250,250,250,250,100,250,250,500,2000,2500,30,30,376,330,2
"4815",700.5,30,670.5,70,0,82,64,114,117,0,86,0,0,0,0,0,0,0,0,0,0,0,150,96,0,166,0,3
"4844",440,50,390,0,0,300,0,0,0,90,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,3
"4862",126,50,76,0,0,76,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"4866",1450.67,50,1400.67,546,566.67,0,72,0,0,50,106,50,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,3
"4876",1737,100,1637,0,87,357.67,479.33,587,126,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,3
"4905",2613,150,2463,140,74,88,90,283,328,400,264,0,0,0,0,0,25,25,0,100,0,0,0,344,344,240,240,1
"4917",4270.75,150,4120.75,52,168,343,125,80,203,100,517,0,0,0,0,0,0,0,0,0,0,600,0,145,301,1583,8455,2
"4941",977.5,250,727.5,98,0,0,0,0,74,0,170,0,200,0,50,0,0,0,0,0,0,0,0,133.5,104,592,0,3
"4963",288,30,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,1290,3
"4987",836,300,536,280,128,128,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,0,0,0,0,0,3
"4996",2912,210,2702,0,0,0,0,316,668,340,340,0,0,0,0,0,0,25,100,25,30,0,150,400,270,0,1840,1
"5009",1444,425,1019,0,165,0,0,0,0,0,278,0,0,0,50,100,0,0,75,0,100,0,500,0,0,1368,1170,1
"5046",3213,490,2723,0,0,0,0,240,252,264,269,0,0,0,0,0,0,0,100,100,90,400,500,429,362,1790,2297.5,1
"5063",1345.33,30,1315.33,0,0,124.33,29,550,78,0,64,0,0,0,0,0,0,0,0,0,0,0,150,126,0,0,1720,3
"5064",849,175,674,172,108,0,0,148,0,246,0,25,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,3
"5069",2169,100,2069,0,0,0,0,75,0,104,498,0,0,0,0,0,0,0,100,0,0,0,0,333,342,1392,1845,1
"5101",410,60,350,112,0,0,0,0,80,0,0,0,0,0,0,0,60,0,0,0,0,0,0,158,0,0,0,3
"5111",327,79,248,0,0,0,0,48,111,89,0,0,0,0,0,0,4,0,25,0,0,0,250,0,0,0,0,3
"5114",664,25,639,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,25,0,0,0,400,0,0,0,3
"5131",443,1,442,0,54,0,0,0,64,186,0,0,0,0,0,0,1,0,0,0,0,0,0,0,138,0,0,3
"5142",1428,20,1408,240,256,310,135,373,0,94,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3
"5181",1765,300,1465,384,222,238,234,283,0,0,0,100,100,0,100,0,0,0,0,0,0,0,0,104,0,0,0,3
"5190",4049,850,3199,455,140,466,0,129,274,294,411,0,0,0,0,0,0,0,250,250,250,400,0,156,147,1426,1852.5,2
"5205",581,100,481,54.5,36.5,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,500,174,0,0,0,3
"5237",1917,300,1617,0,0,0,0,0,0,96,216,0,0,0,0,0,0,0,0,100,100,0,500,304,339,1232,1770,1
"5279",205,1,204,0,54,0,56,0,94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"5286",46,16,30,30,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"5293",256,100,156,60,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,3
"5302",250,100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,150,0,0,0,3
"5303",2937.33,1,2936.33,140,210,159.33,158,217,273,282,267,0,0,0,0,0,1,0,0,0,0,0,0,402,183,1352,1535,1
"5314",2182.5,165,2017.5,0,0,0,0,0,0,300,144,0,0,0,0,0,0,0,0,0,0,660,0,333,429,1770,1845,1
"5317",2586,700,1886,197,120,0,180,172,100,100,268,0,0,0,0,0,0,0,100,100,250,0,1250,105,105,440,2145,1
"5355",1105,1,1104,126,0,0,0,0,524,181,273,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"5363",1289.33,2,1287.33,18.5,18.5,126.33,0,0,93,0,0,0,0,0,0,0,2,0,0,0,0,0,0,155,401,1900,0,3
"5395",2110,2,2108,208,116,90,0,202,327,106,222,0,0,0,0,0,2,0,0,0,0,0,0,247,284,1224,0,1
"5397",404,25,379,0,0,0,0,0,49,96,0,0,0,0,0,0,0,0,0,25,0,0,0,48,0,368,470,3
"5417",394,50,344,0,0,0,242,52,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"5434",525,335,190,49,0,0,0,0,0,47,0,35,100,100,100,0,0,0,0,0,0,0,0,0,0,0,470,3
"5435",2610,900,1710,337,240,216,224,276,288,0,0,100,100,100,100,100,100,0,0,0,100,400,500,0,0,0,645,1
"5446",1300,800,500,70,0,138,76,0,0,0,0,100,100,100,100,100,0,0,100,0,100,400,0,44,56,232,290,3
"5451",2065.5,1100,965.5,0,0,155,646.5,0,164,0,0,0,0,250,250,0,500,0,0,100,0,0,0,0,0,0,0,1
"5459",2992,1080,1912,916,996,0,0,0,0,0,0,500,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"5491",1269.5,50,1219.5,160,160,184,75,110,118,155,0,0,0,0,0,0,20,0,20,10,0,0,0,143.5,114,0,0,3
"5532",1044,30,1014,134,54,0,54,0,50,84,90,0,0,0,0,0,0,0,0,0,0,0,150,70,124,384,1290,3
"5564",194,5,189,0,0,131,58,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"5580",1858,10,1848,297,291.5,181.83,229.67,144,338,160,0,0,0,0,0,0,10,0,0,0,0,0,0,0,32,0,870,3
"5585",1488.67,125,1363.67,27,27.67,110,68,94,126,135,135,0,0,0,0,0,20,25,0,0,0,120,250,236,216,756,0,3
"5636",236,30,206,0,0,0,0,0,150,0,0,0,0,0,0,0,5,0,0,0,0,0,125,0,56,0,0,3
"5734",2720.25,40,2680.25,226.25,232,200,266,0,300,310,148,0,40,0,0,0,0,0,0,0,0,0,0,92,296,1160,1600,1
"5739",2662.5,150,2512.5,100.5,70,0,110,243,288,313,360,0,0,0,0,0,50,50,50,0,0,0,0,304,340,0,1920,1
"5750",141,50,91,0,0,0,0,0,0,0,91,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"5781",650,50,600,0,0,296,0,78,0,0,226,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,3
"5830",4094,959,3135,120,120,133,171,314,164,293,372,100,100,109,0,100,50,50,75,75,100,400,500,425,324,816,2475,2
"5859",1693,75,1618,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,25,100,125,98,488,1968,1850,1
"5860",2388.8,6,2382.8,426.8,178,298,294,304,142,186,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1064,1440,1
"5887",777.6,350,427.6,0,0,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,0,0,0,558,3
"5919",1235,1000,235,0,0,0,135,0,0,0,100,500,250,0,250,0,0,0,0,0,0,0,0,0,0,0,0,3
"5923",1558,150,1408,0,320,296,304,264,0,0,224,0,0,0,0,0,0,0,75,0,0,0,375,0,0,0,0,3
"5929",80,50,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,3
"5931",6673.5,2255,4418.5,9,294,390,204,606,150,245,802.5,200,250,0,120,0,0,0,0,0,20,4660,2500,341,272,1824,3245,2
"5934",1905,875,1030,161,80,189,24,48,114,50,0,50,50,100,100,100,100,100,100,50,50,300,0,50,162,172,545,1
"5943",585.66,19,566.66,0,0,0,123.66,123,170,0,70,0,0,0,19,0,0,0,0,0,0,0,0,0,20,240,0,3
"6013",2870.2,60,2810.2,0,0,0,192,220,343,260,382,0,0,0,0,0,0,0,0,0,0,120,150,268,364,1824,1626,1
"6036",2894,700,2194,0,0,0,174,240,252,170,264,0,0,0,0,0,100,100,100,100,100,400,500,252,234,1328,1380,1
"6051",1297,20,1277,0,318,297,296,366,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3
"6053",253,20,233,0,0,0,75,158,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3
"6064",4938,1775,3163,160,160,196,192,220,311,276,370,150,150,225,225,225,100,100,50,100,100,400,1250,348,329,1260,1430,2
"6079",317,2,315,37,0,0,0,0,56,0,0,0,0,0,0,0,2,0,0,0,0,0,0,110,50,0,310,3
"6096",913.5,1,912.5,0,0,0,0,48,52,52,52,0,0,0,0,0,1,0,0,0,0,0,0,92,235,1150,470,3
"6107",84.34,9,75.34,0,0,0,38.34,37,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3
"6109",3370.78,60,3310.78,232.78,232,331,268,339,248,290,186,0,0,15,15,0,0,0,0,0,30,0,0,284,272,1232,1600,1
"6123",2987,2550,437,0,0,0,0,0,0,0,104,250,250,250,150,0,150,150,150,150,250,2200,1250,129,204,0,0,1
"6136",290,250,40,0,0,40,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,3
"6140",1674.66,1075,599.66,0,48,0,209.66,0,162,0,0,75,75,100,100,100,75,75,75,100,100,400,500,0,180,0,0,1
"6144",684,25,659,60,59,0,0,64,0,156,78,0,0,0,0,0,0,0,0,0,0,0,125,0,140,0,510,3
"6200",1295,200,1095,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,225,1188,2115,1
"6202",1647.75,500,1147.75,286.75,0,120,164,0,0,196,171,0,0,0,0,0,0,0,0,0,500,0,0,120,0,360,0,3
"6219",5518.2,1500,4018.2,208,253.2,232,240,300,312,408,384,0,0,0,0,0,0,0,0,250,250,2000,2500,350,340,2140,2280,2
"6228",454.67,1,453.67,0,0,0,121.67,68,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1000,3
"6232",1240,600,640,26,108,0,0,0,0,0,0,50,50,100,0,0,100,0,0,0,0,400,1000,150,216,272,360,3
"6239",761,29,732,208,0,0,0,268,86,170,0,0,0,0,0,20,9,0,0,0,0,0,0,0,0,0,0,3
"6260",3354,280,3074,0,0,0,240,300,312,328,384,0,0,0,0,0,25,25,100,100,30,0,0,380,370,1504,1920,1
"6294",1426.99,600,826.99,93.66,0,240.33,0,58,71,0,183,50,50,50,50,50,50,50,50,50,50,200,250,111,0,0,350,3
"6296",128.33,11,117.33,0,0,117.33,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"6299",2135,90,2045,0,0,0,39,0,0,158,0,0,0,0,0,0,0,0,0,0,30,120,150,504,574,1424,2070,1
"6301",817,350,467,0,250,60,76,0,0,0,37,0,0,0,0,0,0,0,0,0,0,1400,0,44,0,0,0,3
"6348",2721.3,10,2711.3,0,0,52,628.8,340,299,284,0,0,0,0,0,0,0,0,0,0,0,0,50,96,277,1356,1977.5,1
"6349",272,100,172,0,0,0,76,0,0,96,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"6356",4023,45,3978,280,256,286,408,444,468,444,492,0,0,0,0,0,0,0,0,25,20,0,0,468,432,0,0,1
"6361",2879.5,665,2214.5,877,0,81,0,399,0,75,187.5,0,0,0,0,0,0,0,0,0,0,660,2500,143,0,1808,0,1
"6391",1297,353,944,0,70,66,70,70,178,94,200,50,50,0,50,50,53,0,50,50,0,0,0,0,196,0,0,3
"6395",222,25,197,0,0,197,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"6449",793,75,718,0,0,0,76,0,48,0,90,0,0,0,0,0,0,0,0,75,0,0,0,80,0,1696,0,3
"6475",373,25,348,96,0,0,72,0,180,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3
"6505",1832,120,1712,0,0,140,195,120,164,170,198,0,0,0,15,0,0,25,25,25,30,0,0,200,185,528,1040,1
"6514",156.33,17,139.33,87.33,0,52,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"6522",1348,375,973,72,69,72,72,78,70,94,96,0,50,0,50,0,50,0,0,0,0,800,125,98,90,376,340,3
