Patron #,Total All Revenue,Total Donations,Total Ticket Revenue,2004 Total Cost,2005 Total Cost,2006 Total Cost,2007 Total Cost,2008 Total Cost,2009 Total Cost,2010 Total Cost,2011 Total Cost,2012 Total Cost,2013 Total Cost,2014 Total Cost,2015 Total Cost,2004 Donation,2005 Donation,2006 Donation,2007 Donation,2008 Donation,2009 Donation,2010 Donation,2011 Donation,2012 Donation,2013 Donation,2014 Donation,2015 Donation
30885,316,0,316,0,0,0,0,0,142,90,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0
30887,408.56,0,408.56,0,0,80.56,111,74,89,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30891,76,0,76,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30896,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30899,92,0,92,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0
30901,174,0,174,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30919,125,0,125,0,0,0,26,0,63,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30920,149,0,149,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30921,52,0,52,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30924,541,0,541,0,0,0,140,215,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30925,70,0,70,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30926,430,0,430,52,0,0,0,86,172,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30928,299,0,299,0,0,0,69,80,100,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
30932,235.94,0,235.94,0,45.6,32.67,37.67,46,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30934,57.5,0,57.5,0,0,20.5,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30936,99.66,0,99.66,99.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30938,272,0,272,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30942,201,0,201,0,0,66,0,0,0,0,41,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0
30943,249,0,249,0,0,30,0,70,37,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0
30946,480,0,480,0,384,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30948,655,0,655,0,0,144,0,0,0,0,373,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30949,397,0,397,0,69,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30950,70,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30951,31.33,0,31.33,0,0,31.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30952,214.67,0,214.67,0,0,62.67,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30953,18.5,0,18.5,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30956,38.34,0,38.34,0,0,0,38.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30962,3944.8,0,3944.8,0,0,248,0,0,414,376,686,669,446,446,659.8,0,0,0,0,0,0,0,0,0,0,0,0
30970,702,0,702,146,74,78,0,0,124,52,120,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0
30972,877.67,0,877.67,228,0,66,150.67,81,0,0,168,0,92,92,0,0,0,0,0,0,0,0,0,0,0,0,0
30974,622,60,562,240,240,0,0,82,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0
30977,217,0,217,36.5,36.5,40,26,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30980,464,0,464,0,0,0,76,0,0,0,0,114,140,134,0,0,0,0,0,0,0,0,0,0,0,0,0
30982,280.5,0,280.5,0,0,40.5,0,0,0,0,52,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30983,64,0,64,0,0,0,0,0,0,37,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30984,66,0,66,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30987,260,0,260,64,60,0,54,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30988,65,0,65,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30989,126.17,0,126.17,18.5,0,0,107.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30993,112,0,112,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0
30994,29,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30995,164,0,164,0,0,0,64,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
30996,377,0,377,0,0,120,140,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30999,207.31,0,207.31,63.71,63,80.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31001,1263,0,1263,0,0,66,240,86,0,262,237,147,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31003,69.33,0,69.33,27.33,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31007,253,0,253,0,92,0,76,0,0,15,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31008,541,0,541,0,0,42,50,0,63,128,126,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31009,729.5,0,729.5,158,0,0,82,82,50,0,220,92,0,45.5,0,0,0,0,0,0,0,0,0,0,0,0,0
31011,32.67,0,32.67,0,0,32.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31015,1374,0,1374,0,0,0,152,0,196,174,94,294,180,106,178,0,0,0,0,0,0,0,0,0,0,0,0
31016,96,0,96,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31017,95,0,95,0,0,60,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31021,85,0,85,0,0,0,0,0,37,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31022,146.33,0,146.33,96.33,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
31023,54,0,54,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31024,32.67,0,32.67,0,0,32.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31027,2339.07,0,2339.07,306,317.67,395.4,436,316,238,0,0,0,0,106,224,0,0,0,0,0,0,0,0,0,0,0,0
31028,116,0,116,0,0,0,72,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31030,234,0,234,140,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31034,562,0,562,70,70,0,26,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0
31037,40,0,40,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31043,1468,0,1468,0,111,0,0,0,147,0,84,0,315,465,346,0,0,0,0,0,0,0,0,0,0,0,0
31047,764,0,764,204,0,0,90,0,0,0,0,0,0,202,268,0,0,0,0,0,0,0,0,0,0,0,0
31048,64,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31057,254.67,0,254.67,0,59,195.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31059,194,0,194,0,0,0,66,0,50,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31063,105.25,0,105.25,0,0,10.5,70.75,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31066,3405,25,3380,768,384,560,576,316,328,328,120,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
31067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31071,392,0,392,228,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31073,60,0,60,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31076,350,0,350,0,0,0,70,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0
31077,60,0,60,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31078,66,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31082,61.4,0,61.4,0,0,0,61.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31084,74,0,74,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0
31085,60,0,60,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31088,1826.57,0,1826.57,303.73,56,126.5,101.34,306,56,41,116,195,92,147,286,0,0,0,0,0,0,0,0,0,0,0,0
31092,703,25,678,0,240,0,0,228,210,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0
31093,260,0,260,0,0,0,76,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31095,5124.93,0,5124.93,301.6,264,216.6,297.73,399,612,486,594,264,628,306,756,0,0,0,0,0,0,0,0,0,0,0,0
31097,128,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31101,223,0,223,0,0,0,159,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31103,146,0,146,0,0,60,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31104,26,0,26,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31106,75,0,75,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31108,194,0,194,0,0,0,0,92,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0
31109,1824,900,924,204,108,112,150,122,138,90,0,0,0,0,0,200,100,100,100,100,100,0,0,100,100,0,0
31110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31111,428.17,0,428.17,0,18.5,22,37.67,35,104,64,83,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31116,461,0,461,76,0,77,0,0,0,0,96,110,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31117,254.67,0,254.67,60,0,0,128.67,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31118,441.67,0,441.67,0,0,215.67,0,0,42,0,94,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31120,93,0,93,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31121,733.67,0,733.67,27.67,0,0,76,86,90,0,94,104,82,70,104,0,0,0,0,0,0,0,0,0,0,0,0
31124,78,0,78,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31126,90,0,90,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31127,2084,0,2084,66,81,186,58,210,104,240,347,0,234,264,294,0,0,0,0,0,0,0,0,0,0,0,0
31128,190.4,0,190.4,0,0,0,61.4,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31134,65,0,65,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31136,839.33,0,839.33,0,0,0,103.33,0,0,180,180,44,180,94,58,0,0,0,0,0,0,0,0,0,0,0,0
31137,104.67,0,104.67,0,0,104.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31139,78,0,78,0,0,0,26,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31140,66,0,66,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31142,90,0,90,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31144,753,0,753,0,0,0,158,0,180,0,90,0,100,225,0,0,0,0,0,0,0,0,0,0,0,0,0
31145,246,0,246,120,0,76,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31147,84,0,84,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31148,66,0,66,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31151,2932,25,2907,198,512,0,156,409,583,217,0,452,0,284,96,0,0,0,0,0,0,0,0,25,0,0,0
31152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31154,68,0,68,0,0,0,0,0,25,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31155,639,0,639,0,0,99,27,171,0,36,0,0,0,157,149,0,0,0,0,0,0,0,0,0,0,0,0
31158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31161,116,0,116,0,0,0,50,40,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31163,146.4,0,146.4,0,0,22,61.4,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31166,320,0,320,66,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31169,82,0,82,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31171,36.5,0,36.5,0,36.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31181,40,0,40,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31184,258,0,258,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31185,82,0,82,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31187,123,0,123,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31196,60,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31199,494,0,494,0,140,0,192,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31200,3330.87,553.87,2777,0,0,0,0,0,0,0,137,356,225,1602,457,0,0,0,0,0,0,0,0,205,182.67,100,66.2
31206,52,0,52,0,0,0,26,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31208,1436.66,0,1436.66,114,0,106.33,136.33,114,0,0,195,96,96,159,420,0,0,0,0,0,0,0,0,0,0,0,0
31209,162.5,0,162.5,0,0,78,84.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31213,73.27,0,73.27,45.6,27.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31215,20,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31217,756,0,756,0,0,88,84,92,251,100,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31219,41,0,41,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31220,330.67,0,330.67,0,0,90.33,38.34,0,150,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31221,295,0,295,181,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31222,850,0,850,0,0,0,82,86,190,106,100,0,98,100,88,0,0,0,0,0,0,0,0,0,0,0,0
31223,375.33,0,375.33,0,0,0,118.33,0,0,0,0,0,0,98,159,0,0,0,0,0,0,0,0,0,0,0,0
31226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31227,300.83,0,300.83,0,0,0,197.33,0,0,0,0,0,0,45.5,58,0,0,0,0,0,0,0,0,0,0,0,0
31230,106.33,0,106.33,0,0,106.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31232,120.67,0,120.67,27,63,30.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31234,30,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31239,1581,0,1581,0,0,80,0,178,210,0,0,0,314,799,0,0,0,0,0,0,0,0,0,0,0,0,0
31240,156,0,156,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31242,304,0,304,0,0,0,0,88,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31243,702.07,0,702.07,0,0,158.4,182.67,0,0,0,222,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31251,62,0,62,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31253,59,0,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31254,66,0,66,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31257,477.68,0,477.68,30,174.75,137.33,59.6,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31262,128,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31263,172,0,172,112,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31264,90,0,90,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31267,301.33,0,301.33,0,0,76,181.33,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31272,96,0,96,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0
31273,321,0,321,0,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31275,513,0,513,0,0,0,0,0,0,0,140,0,194,179,0,0,0,0,0,0,0,0,0,0,0,0,0
31277,96.5,0,96.5,0,36,60.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31279,86.67,0,86.67,27.67,27.67,31.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31285,2562,0,2562,0,169,0,529,300,272,0,324,464,60,60,384,0,0,0,0,0,0,0,0,0,0,0,0
31286,203,0,203,86,0,82,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31294,82,0,82,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31296,58,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31297,236,0,236,0,0,76,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31298,590,0,590,0,30,144,162,86,92,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31301,160,0,160,0,0,78,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31302,122.67,0,122.67,0,0,32.67,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0
31309,20,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31310,99,0,99,0,0,22,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31312,229,0,229,0,0,0,79,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31313,22,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31316,485.32,0,485.32,84.66,0,0,186.66,120,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31318,494,100,394,394,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
31320,1014,0,1014,0,0,0,150,155,0,140,0,0,0,253,316,0,0,0,0,0,0,0,0,0,0,0,0
31325,347.4,0,347.4,66,0,173.4,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31327,1298,15,1283,0,56,280,303,316,328,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
31330,268,0,268,208,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31332,1943,241,1702,0,0,0,128,264,104,106,206,0,252,280,362,0,0,0,0,50,0,25,50,0,50,66,0
31333,30,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31335,60,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31338,8412,6000,2412,36.5,836.5,242.5,416.5,188,0,26,142,100,208,0,216,1500,1500,1500,0,1500,0,0,0,0,0,0,0
31339,642.5,0,642.5,0,18.5,22,0,0,0,0,102,176,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0
31341,537.84,0,537.84,27.67,36.5,30,37.67,0,26,37,0,44,0,58,241,0,0,0,0,0,0,0,0,0,0,0,0
31342,378.83,0,378.83,0,27.33,30,0,0,52,0,63,68,68,70.5,0,0,0,0,0,0,0,0,0,0,0,0,0
31343,32,0,32,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31345,1343.34,0,1343.34,0,0,0,101.34,156,308,0,90,492,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0
31353,1771,0,1771,0,0,0,634,255,324,0,94,68,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31355,18.5,0,18.5,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31356,4215,0,4215,327,0,390,330,0,0,378,739,0,757,838,456,0,0,0,0,0,0,0,0,0,0,0,0
31357,438,0,438,64,0,52,60,0,0,0,94,0,68,100,0,0,0,0,0,0,0,0,0,0,0,0,0
31365,71,0,71,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31367,1804.33,0,1804.33,60,120,432,314.33,243,132,85,0,159,135,124,0,0,0,0,0,0,0,0,0,0,0,0,0
31368,460,0,460,60,0,65,71,0,168,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31370,117,0,117,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31371,94,0,94,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31373,202,0,202,60,0,0,72,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31374,89.33,0,89.33,62,27.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31376,883,144,739,128,0,71,0,0,0,0,150,74,120,0,196,0,0,0,0,0,0,0,21,40,83,0,0
31380,240,0,240,0,0,0,148,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31381,252,0,252,0,74,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0
31383,46.5,0,46.5,0,0,22,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31386,564,0,564,0,0,66,240,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31390,207.84,0,207.84,0,0,0,37.34,37,0,0,0,44,44,45.5,0,0,0,0,0,0,0,0,0,0,0,0,0
31392,72,0,72,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31399,252,0,252,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31400,234,0,234,0,0,0,50,0,0,0,0,104,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
