Patron #,Total All Revenue,Total Donations,Total Ticket Revenue,2004 Total Cost,2005 Total Cost,2006 Total Cost,2007 Total Cost,2008 Total Cost,2009 Total Cost,2010 Total Cost,2011 Total Cost,2012 Total Cost,2013 Total Cost,2014 Total Cost,2015 Total Cost,2004 Donation,2005 Donation,2006 Donation,2007 Donation,2008 Donation,2009 Donation,2010 Donation,2011 Donation,2012 Donation,2013 Donation,2014 Donation,2015 Donation
81529,836,25,811,0,0,0,0,0,0,91,182,234,110,100,94,0,0,0,0,0,0,25,0,0,0,0,0
81530,180,0,180,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81533,252,0,252,0,0,0,0,0,0,90,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0
81534,284,0,284,0,0,0,0,0,0,18,41,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0
81537,76,0,76,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81538,90,0,90,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81547,99,0,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81548,424,0,424,0,0,0,0,0,0,76,84,84,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0
81551,1220,0,1220,0,0,0,0,0,84,99,150,135,129,150,473,0,0,0,0,0,0,0,0,0,0,0,0
81552,76,0,76,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81553,201,0,201,0,0,0,0,0,0,76,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0
81554,52,0,52,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81557,765,0,765,0,0,0,0,0,0,0,0,235.5,125,404.5,0,0,0,0,0,0,0,0,0,0,0,0,0
81561,18,0,18,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81562,201,0,201,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81570,97,0,97,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81571,50,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81572,46,0,46,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81573,41,0,41,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81581,100,0,100,0,0,0,0,0,0,41,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81583,96,0,96,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81586,444,0,444,0,0,0,0,0,0,182,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81612,33,0,33,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81639,50,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81684,219,0,219,0,0,0,0,0,0,141,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81685,73,0,73,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81686,45,0,45,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81687,843,0,843,0,0,0,0,0,135,100,0,0,450,158,0,0,0,0,0,0,0,0,0,0,0,0,0
81688,100,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81690,94,0,94,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81693,182,0,182,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81694,395,0,395,0,0,0,0,0,0,0,130,160,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81695,110,0,110,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81696,94,0,94,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81699,96,0,96,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81701,70,0,70,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81704,116,0,116,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81706,117,0,117,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81707,138,0,138,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81710,190,0,190,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81711,93,0,93,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81721,267.5,0,267.5,70,0,0,24.5,0,0,18,36,0,90,29,0,0,0,0,0,0,0,0,0,0,0,0,0
81722,386,0,386,0,0,0,0,0,0,71,0,0,168,147,0,0,0,0,0,0,0,0,0,0,0,0,0
81724,553,0,553,0,0,0,0,0,0,45,112,206,98,92,0,0,0,0,0,0,0,0,0,0,0,0,0
81725,534,0,534,0,0,0,0,0,0,100,194,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0
81726,117,0,117,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81728,84,0,84,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81729,100,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81730,123,0,123,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81735,82,0,82,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81736,1843,500,1343,0,0,0,0,0,0,0,246,0,0,430,667,0,0,0,0,0,0,0,0,0,0,250,250
81738,1023.5,0,1023.5,0,0,0,0,0,0,287.5,228,0,294,0,214,0,0,0,0,0,0,0,0,0,0,0,0
81739,405,0,405,0,0,0,0,0,0,100,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81742,150,0,150,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81743,152,0,152,0,0,0,0,0,0,50,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81744,90,0,90,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81745,10,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81750,656,0,656,0,0,0,0,0,0,96,90,90,90,194,96,0,0,0,0,0,0,0,0,0,0,0,0
81751,50,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81752,50,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81753,26,0,26,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81754,30,0,30,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81755,658,165,493,0,0,0,0,0,0,87,48,52,52,254,0,0,0,0,0,0,0,0,0,0,0,165,0
81756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81757,270,0,270,0,0,0,0,0,0,96,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81758,90,0,90,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81760,100,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81764,252.5,0,252.5,0,0,0,0,0,0,87,0,0,0,58,107.5,0,0,0,0,0,0,0,0,0,0,0,0
81765,534,0,534,0,0,0,0,0,0,129,270,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81767,88,0,88,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81768,232,0,232,0,0,0,0,0,0,151,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81769,156,0,156,0,0,0,0,0,0,96,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81770,219,0,219,0,0,0,75,0,30,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81772,37,0,37,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81773,90,0,90,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81774,81,0,81,0,0,0,0,0,0,45,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
81775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81778,78,0,78,0,0,0,0,0,0,26,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81781,310.5,0,310.5,0,0,0,0,0,0,126,132,52.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81782,180,0,180,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81783,150,0,150,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81786,120,0,120,0,0,0,0,0,0,48,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81790,59,0,59,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81794,370,0,370,0,0,0,0,0,0,0,196,118,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81796,793,600,193,0,0,0,0,0,0,84,0,32,77,0,0,0,0,0,0,0,0,100,0,200,100,100,100
81800,159,0,159,0,0,0,0,0,0,52,27,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81801,114,0,114,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81808,234,0,234,0,0,0,0,0,0,90,0,0,52,92,0,0,0,0,0,0,0,0,0,0,0,0,0
81810,310,0,310,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81811,97,0,97,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81812,36,0,36,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81820,500,0,500,0,0,0,0,0,0,78,64,92,166,100,0,0,0,0,0,0,0,0,0,0,0,0,0
81823,278,0,278,0,0,0,0,0,0,100,94,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81824,26,0,26,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81825,460,100,360,0,0,0,0,0,0,37,0,0,0,155,168,0,0,0,0,0,0,0,0,0,0,0,100
81826,94,0,94,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81828,510,0,510,0,0,0,0,0,0,134,0,0,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0
81829,356,0,356,0,0,0,0,0,0,188,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81831,808.5,0,808.5,0,0,0,0,0,0,26,122,188,158,132,182.5,0,0,0,0,0,0,0,0,0,0,0,0
81833,100,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81839,128,0,128,0,0,0,0,0,0,84,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81840,81,0,81,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81843,155,0,155,0,0,0,0,0,0,45,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0
81844,151,0,151,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81845,165,0,165,0,0,0,0,0,0,0,54,54,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0
81850,1179,0,1179,0,0,0,0,0,0,156,314,232,0,0,477,0,0,0,0,0,0,0,0,0,0,0,0
81851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81853,90,0,90,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81854,92.5,0,92.5,0,0,0,0,0,0,26,54,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0
81855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81857,96,0,96,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81863,42,0,42,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81864,90,0,90,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81866,37,0,37,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81867,42,0,42,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81870,36,0,36,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81873,15,0,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81874,184,0,184,0,0,0,0,0,0,0,0,84,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
81875,94,0,94,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81878,75,0,75,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81880,78,0,78,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81882,81,0,81,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81885,346,0,346,0,0,0,0,0,0,94,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81893,188,0,188,0,0,0,0,0,0,94,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0
81894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81895,130,0,130,0,0,0,0,0,0,60,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81897,47,0,47,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81898,91,0,91,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81899,50,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81900,50,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81902,60,0,60,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81905,57,0,57,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81910,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
81914,98,0,98,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0
81916,164,0,164,0,0,0,0,0,0,0,0,0,80,0,84,0,0,0,0,0,0,0,0,0,0,0,0
81920,138,0,138,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0
81931,655,155,500,0,0,0,64,0,0,0,436,0,0,0,0,0,0,0,0,5,0,50,100,0,0,0,0
82021,75,0,75,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82022,85,0,85,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0
82024,137.5,0,137.5,0,0,0,0,0,0,0,0,0,0,137.5,0,0,0,0,0,0,0,0,0,0,0,0,0
82025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82028,45,0,45,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82029,30,0,30,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
82030,46.5,0,46.5,0,0,0,0,0,0,0,22.5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82049,201,0,201,0,0,0,0,0,0,0,0,0,0,103,98,0,0,0,0,0,0,0,0,0,0,0,0
82054,225,0,225,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0
82063,138.5,0,138.5,0,0,0,0,0,0,0,50,24.5,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
82069,229,0,229,0,0,0,0,0,0,0,0,49,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0
82073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82076,182,0,182,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82089,100,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82092,3342,0,3342,0,0,0,0,0,0,0,100,790,1204,815,433,0,0,0,0,0,0,0,0,0,0,0,0
82117,100,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
82119,90,0,90,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82129,273,0,273,0,0,0,81,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0
82131,56,0,56,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82136,180,0,180,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82144,687,500,187,0,0,72,11,0,104,0,0,0,0,0,0,0,0,0,250,250,0,0,0,0,0,0,0
82146,525,0,525,0,0,0,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82161,1830,1450,380,0,0,0,0,0,0,0,0,0,0,180,200,0,0,50,75,100,125,150,150,200,200,200,200
82164,3853,2500,1353,0,0,0,0,0,474,0,96,263,0,458,62,0,0,0,0,0,0,1000,0,500,1000,0,0
82167,141,0,141,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82183,192,0,192,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82186,584.5,500,84.5,0,0,0,0,0,0,0,43,0,0,0,41.5,0,0,0,0,0,0,0,50,0,100,350,0
82197,336.5,0,336.5,54.5,54,60,61,37,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0
82202,158,0,158,0,0,0,0,0,0,0,0,0,98,60,0,0,0,0,0,0,0,0,0,0,0,0,0
82205,298,0,298,0,0,0,0,0,0,76,78,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82217,174,0,174,0,0,0,0,0,0,0,72,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0
82220,2211,100,2111,140,0,164,168,92,186,467,0,344,0,212,338,0,0,0,0,0,0,100,0,0,0,0,0
82221,1117,250,867,191,0,0,0,0,0,0,0,254,0,140,282,50,100,100,0,0,0,0,0,0,0,0,0
82232,90,0,90,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0
82234,184,0,184,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82251,71,0,71,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82253,498,0,498,0,0,0,0,0,0,0,218,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82272,276,200,76,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
82274,81,0,81,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82275,30,0,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82280,25,0,25,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
82283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82300,42,0,42,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82310,216,0,216,0,0,0,0,0,0,0,0,0,106,33,77,0,0,0,0,0,0,0,0,0,0,0,0
82311,125,0,125,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0
82312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82326,28,0,28,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82328,341,0,341,26,0,26,0,46,90,0,0,37,43,73,0,0,0,0,0,0,0,0,0,0,0,0,0
82332,60,0,60,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82349,300,0,300,126,0,0,0,0,0,90,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82352,324,0,324,0,0,0,0,0,0,0,0,0,92,232,0,0,0,0,0,0,0,0,0,0,0,0,0
82363,446.5,0,446.5,0,0,0,0,0,176,0,200,0,0,70.5,0,0,0,0,0,0,0,0,0,0,0,0,0
82367,949,0,949,0,0,0,0,0,0,0,534,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0
82381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82385,3110,0,3110,118,0,102,0,0,122,165,174,56,197,54,2122,0,0,0,0,0,0,0,0,0,0,0,0
82409,100,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82412,184,0,184,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82423,210,0,210,0,60,0,0,78,0,0,0,25,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0
82429,70,0,70,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82433,144,0,144,0,0,0,0,0,0,0,0,0,0,94,50,0,0,0,0,0,0,0,0,0,0,0,0
82441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82485,775,0,775,0,0,0,0,0,0,0,85,260,60,300,70,0,0,0,0,0,0,0,0,0,0,0,0
82496,1593,0,1593,0,0,0,0,0,0,0,810,693,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0
82497,383,0,383,0,0,66,0,0,0,90,45,0,86,0,96,0,0,0,0,0,0,0,0,0,0,0,0
82506,92,0,92,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82533,329,0,329,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0
82535,74,0,74,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
